Fecha;Recurso;Código Agente;Tipo de Generación;Combustible por defecto;Tipo de Despacho;Capacidad Efectiva Neta
2006-05-08;RIO PIEDRAS;GNIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19900
2006-05-08;RIO PIEDRAS (LA CEJA);EADG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;300
2006-05-08;RIO RECIO;ETSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;300
2006-05-08;RIO SAPUYES;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1650
2006-05-08;RIOFRIO (TAMESIS);EADG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1200
2006-05-08;RIOGRANDE I;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;25000
2006-05-08;RIONEGRO;EECG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;9600
2006-05-08;RUMOR;CETG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2500
2006-05-08;SAJANDI;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3200
2006-05-08;SALVAJINA;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;285000
2006-05-08;SAN CANCIO;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2000
2006-05-08;SAN CARLOS;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;1240000
2006-05-08;SAN FRANCISCO;CHCG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;135000
2006-05-08;SAN JOSE;GCEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;380
2006-05-08;SANTA ANA;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;8000
2006-05-08;SERVITA;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;650
2006-05-08;SILVIA;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;380
2006-05-08;SONSON;EADG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;18500
2006-05-08;SUEVA 2;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;6000
2006-05-08;TASAJERO 1;TRMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;155000
2006-05-08;TEBSAB;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;750000
2006-05-08;TEQUENDAMA;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19400
2006-05-08;TERMOCANDELARIA 1;TCDG;TERMICA;GAS;DESPACHADO CENTRALMENTE;157000
2006-05-08;TERMOCANDELARIA 2;TCDG;TERMICA;GAS;DESPACHADO CENTRALMENTE;157000
2006-05-08;TERMOCENTRO CC;ISGG;TERMICA;GAS;DESPACHADO CENTRALMENTE;285000
2006-05-08;TERMODORADA 1;CHCG;TERMICA;GAS;DESPACHADO CENTRALMENTE;51000
2006-05-08;TERMOEMCALI 1;TEMG;TERMICA;GAS;DESPACHADO CENTRALMENTE;233000
2006-05-08;TERMOPIEDRAS;TRPG;TERMICA;GAS;NO DESPACHADO CENTRALMENTE;3750
2006-05-08;TERMOSIERRAB;EPMG;TERMICA;GAS;DESPACHADO CENTRALMENTE;455000
2006-05-08;TERMOVALLE 1;EPSG;TERMICA;GAS;DESPACHADO CENTRALMENTE;205000
2006-05-08;TERMOYOPAL 1;TYPG;TERMICA;GAS;NO DESPACHADO CENTRALMENTE;19900
2006-05-08;TERMOYOPAL 2;TYPG;TERMICA;GAS;DESPACHADO CENTRALMENTE;30000
2006-05-08;UNION;MCAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;700
2006-05-08;URRA;EMUG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;335000
2006-05-08;VENTANA A;ETSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2500
2006-05-08;VENTANA B;ETSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2500
2006-05-08;ZARAGOZA;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1300
2006-05-08;ZIPAEMG 2;EMGG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;34000
2006-05-08;ZIPAEMG 3;EMGG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;63000
2006-05-08;ZIPAEMG 4;EMGG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;64000
2006-05-08;ZIPAEMG 5;EMGG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;63000
2006-05-09;ALBAN;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;439000
2006-05-09;AMERICA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;410
2006-05-09;ASNAZU;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;450
2006-05-09;AYURA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;18000
2006-05-09;BARRANQUILLA 3;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;64000
2006-05-09;BARRANQUILLA 4;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;63000
2006-05-09;BAYONA;MCAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;600
2006-05-09;BELLO;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;350
2006-05-09;BELMONTE;EEPG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3400
2006-05-09;BETANIA;CHBG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;540000
2006-05-09;CALICHAL;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;200
2006-05-09;CALIMA;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;132000
2006-05-09;CAMPESTRE (CALARCA);MCAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;700
2006-05-09;CAMPESTRE (EPM);EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;870
2006-05-09;CARACOLI;EADG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2600
2006-05-09;CARTAGENA 1;EMGG;TERMICA;COMBUSTOLEO;DESPACHADO CENTRALMENTE;64000
2006-05-09;CARTAGENA 2;EMGG;TERMICA;COMBUSTOLEO;DESPACHADO CENTRALMENTE;53000
2006-05-09;CARTAGENA 3;EMGG;TERMICA;COMBUSTOLEO;DESPACHADO CENTRALMENTE;70000
2006-05-09;CASCADA;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3000
2006-05-09;CEMENTOS DEL NARE;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;4500
2006-05-09;CENTRAL CASTILLA 1;EPSG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;1000
2006-05-09;CHARQUITO;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19400
2006-05-09;CHIVOR;CHVG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;1000000
2006-05-09;COCONUCO;EMEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;4500
2006-05-09;COGENERADOR BIOAISE 1;BIOG;COGENERADOR;GAS;NO DESPACHADO CENTRALMENTE;1000
2006-05-09;DOLORES;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;8300
2006-05-09;EL BOSQUE;EPAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2280
2006-05-09;EL LIMON;EADG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;720
2006-05-09;EL LIMONAR;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;18000
2006-05-09;ESMERALDA;CHCG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;30000
2006-05-09;FLORES 1;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;160000
2006-05-09;FLORES 2;TMFG;TERMICA;GAS;DESPACHADO CENTRALMENTE;112000
2006-05-09;FLORES 3;TMFG;TERMICA;GAS;DESPACHADO CENTRALMENTE;175000
2006-05-09;FLORIDA;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19900
2006-05-09;GUACAICA;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;900
2006-05-09;GUAJIRA 1;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;151000
2006-05-09;GUAJIRA 2;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;151000
2006-05-09;GUATAPE;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;560000
2006-05-09;GUATRON;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;512000
2006-05-09;GUAVIO;EMGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;1150000
2006-05-09;INCAUCA 1;EPSG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;9000
2006-05-09;INGENIO RISARALDA 1;IRIG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;5500
2006-05-09;INSULA;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19000
2006-05-09;INTERMEDIA;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1000
2006-05-09;IQUIRA I;HLAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1300
2006-05-09;IQUIRA II;HLAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;610
2006-05-09;JAGUAS;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;170000
2006-05-09;JEPIRACHI 1 - 15;EPMG;EOLICA;VIENTO;NO DESPACHADO CENTRALMENTE;10000
2006-05-09;JULIO BRAVO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1500
2006-05-09;LA HERRADURA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19800
2006-05-09;LA JUNCA;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19400
2006-05-09;LA PITA;HLAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;780
2006-05-09;LA REBUSCA;EADG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;600
2006-05-09;LA TASAJERA;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;306000
2006-05-09;LA TINTA;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19400
2006-05-09;LA VUELTA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;11600
2006-05-09;MANANTIALES;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3150
2006-05-09;MERILECTRICA 1;MRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;169000
2006-05-09;MIEL I;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;396000
2006-05-09;MIROLINDO;ETSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2400
2006-05-09;MONDOMO;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;750
2006-05-09;MUNICIPAL;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1400
2006-05-09;NIMA;EPSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;6700
2006-05-09;NIQUIA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19000
2006-05-09;NUEVO LIBARE;EEPG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;5100
2006-05-09;NUTIBARA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;750
2006-05-09;OVEJAS;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;820
2006-05-09;PAGUA;EMGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;600000
2006-05-09;PAIPA 1;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;28000
2006-05-09;PAIPA 2;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;68000
2006-05-09;PAIPA 3;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;68000
2006-05-09;PAIPA 4;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;150000
2006-05-09;PAJARITO;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;4900
2006-05-09;PALENQUE 3;ESSG;TERMICA;GAS;DESPACHADO CENTRALMENTE;14000
2006-05-09;PALMAS SAN GIL;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;15000
2006-05-09;PASTALES;ETSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;700
2006-05-09;PATICO - LA CABRERA;GENG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1480
2006-05-09;PIEDRAS BLANCAS;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;5000
2006-05-09;PLAYAS;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;201000
2006-05-09;PORCE II;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;405000
2006-05-09;PRADO;ETSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;45000
2006-05-09;PRADO IV;ETSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;5000
2006-05-09;PROELECTRICA 1;PRIG;TERMICA;GAS;DESPACHADO CENTRALMENTE;45000
2006-05-09;PROELECTRICA 2;PRIG;TERMICA;GAS;DESPACHADO CENTRALMENTE;45000
2006-05-09;PROENCA 1;PECG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;4000
2006-05-09;PROVIDENCIA (ANTIOQUIA);EADG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3000
2006-05-09;PUENTE GUILLERMO;NRCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1000
2006-05-09;RIO ABAJO;EADG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;900
2006-05-09;RIO BOBO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;4000
2006-05-09;RIO CALI;EPSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1800
2006-05-09;RIO FRIO I;CETG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1690
2006-05-09;RIO FRIO II;CETG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;10000
2006-05-09;RIO GRANDE;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;500
2006-05-09;RIO INGENIO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;180
2006-05-09;RIO MAYO;CDNG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;21000
2006-05-09;RIO PALO;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1440
2006-05-09;RIO PIEDRAS;GNIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19900
2006-05-09;RIO PIEDRAS (LA CEJA);EADG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;300
2006-05-09;RIO RECIO;ETSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;300
2006-05-09;RIO SAPUYES;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1650
2006-05-09;RIOFRIO (TAMESIS);EADG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1200
2006-05-09;RIOGRANDE I;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;25000
2006-05-09;RIONEGRO;EECG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;9600
2006-05-09;RUMOR;CETG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2500
2006-05-09;SAJANDI;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3200
2006-05-09;SALVAJINA;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;285000
2006-05-09;SAN CANCIO;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2000
2006-05-09;SAN CARLOS;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;1240000
2006-05-09;SAN FRANCISCO;CHCG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;135000
2006-05-09;SAN JOSE;GCEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;380
2006-05-09;SANTA ANA;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;8000
2006-05-09;SERVITA;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;650
2006-05-09;SILVIA;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;380
2006-05-09;SONSON;EADG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;18500
2006-05-09;SUEVA 2;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;6000
2006-05-09;TASAJERO 1;TRMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;155000
2006-05-09;TEBSAB;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;750000
2006-05-09;TEQUENDAMA;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19400
2006-05-09;TERMOCANDELARIA 1;TCDG;TERMICA;GAS;DESPACHADO CENTRALMENTE;157000
2006-05-09;TERMOCANDELARIA 2;TCDG;TERMICA;GAS;DESPACHADO CENTRALMENTE;157000
2006-05-09;TERMOCENTRO CC;ISGG;TERMICA;GAS;DESPACHADO CENTRALMENTE;285000
2006-05-09;TERMODORADA 1;CHCG;TERMICA;GAS;DESPACHADO CENTRALMENTE;51000
2006-05-09;TERMOEMCALI 1;TEMG;TERMICA;GAS;DESPACHADO CENTRALMENTE;233000
2006-05-09;TERMOPIEDRAS;TRPG;TERMICA;GAS;NO DESPACHADO CENTRALMENTE;3750
2006-05-09;TERMOSIERRAB;EPMG;TERMICA;GAS;DESPACHADO CENTRALMENTE;455000
2006-05-09;TERMOVALLE 1;EPSG;TERMICA;GAS;DESPACHADO CENTRALMENTE;205000
2006-05-09;TERMOYOPAL 1;TYPG;TERMICA;GAS;NO DESPACHADO CENTRALMENTE;19900
2006-05-09;TERMOYOPAL 2;TYPG;TERMICA;GAS;DESPACHADO CENTRALMENTE;30000
2006-05-09;UNION;MCAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;700
2006-05-09;URRA;EMUG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;335000
2006-05-09;VENTANA A;ETSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2500
2006-05-09;VENTANA B;ETSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2500
2006-05-09;ZARAGOZA;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1300
2006-05-09;ZIPAEMG 2;EMGG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;34000
2006-05-09;ZIPAEMG 3;EMGG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;63000
2006-05-09;ZIPAEMG 4;EMGG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;64000
2006-05-09;ZIPAEMG 5;EMGG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;63000
2006-05-10;ALBAN;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;439000
2006-05-10;AMERICA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;410
2006-05-10;ASNAZU;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;450
2006-05-10;AYURA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;18000
2006-05-10;BARRANQUILLA 3;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;64000
2006-05-10;BARRANQUILLA 4;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;63000
2006-05-10;BAYONA;MCAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;600
2006-05-10;BELLO;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;350
2006-05-10;BELMONTE;EEPG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3400
2006-05-10;BETANIA;CHBG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;540000
2006-05-10;CALICHAL;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;200
2006-05-10;CALIMA;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;132000
2006-05-10;CAMPESTRE (CALARCA);MCAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;700
2006-05-10;CAMPESTRE (EPM);EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;870
2006-05-10;CARACOLI;EADG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2600
2006-05-10;CARTAGENA 1;EMGG;TERMICA;COMBUSTOLEO;DESPACHADO CENTRALMENTE;64000
2006-05-10;CARTAGENA 2;EMGG;TERMICA;COMBUSTOLEO;DESPACHADO CENTRALMENTE;53000
2006-05-10;CARTAGENA 3;EMGG;TERMICA;COMBUSTOLEO;DESPACHADO CENTRALMENTE;70000
2006-05-10;CASCADA;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3000
2006-05-10;CEMENTOS DEL NARE;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;4500
2006-05-10;CENTRAL CASTILLA 1;EPSG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;1000
2006-05-10;CHARQUITO;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19400
2006-05-10;CHIVOR;CHVG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;1000000
2006-05-10;COCONUCO;EMEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;4500
2006-05-10;COGENERADOR BIOAISE 1;BIOG;COGENERADOR;GAS;NO DESPACHADO CENTRALMENTE;1000
2006-05-10;DOLORES;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;8300
2006-05-10;EL BOSQUE;EPAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2280
2006-05-10;EL LIMON;EADG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;720
2006-05-10;EL LIMONAR;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;18000
2006-05-10;ESMERALDA;CHCG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;30000
2006-05-10;FLORES 1;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;160000
2006-05-10;FLORES 2;TMFG;TERMICA;GAS;DESPACHADO CENTRALMENTE;112000
2006-05-10;FLORES 3;TMFG;TERMICA;GAS;DESPACHADO CENTRALMENTE;175000
2006-05-10;FLORIDA;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19900
2006-05-10;GUACAICA;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;900
2006-05-10;GUAJIRA 1;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;151000
2006-05-10;GUAJIRA 2;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;151000
2006-05-10;GUATAPE;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;560000
2006-05-10;GUATRON;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;512000
2006-05-10;GUAVIO;EMGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;1150000
2006-05-10;INCAUCA 1;EPSG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;9000
2006-05-10;INGENIO RISARALDA 1;IRIG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;5500
2006-05-10;INSULA;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19000
2006-05-10;INTERMEDIA;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1000
2006-05-10;IQUIRA I;HLAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1300
2006-05-10;IQUIRA II;HLAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;610
2006-05-10;JAGUAS;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;170000
2006-05-10;JEPIRACHI 1 - 15;EPMG;EOLICA;VIENTO;NO DESPACHADO CENTRALMENTE;10000
2006-05-10;JULIO BRAVO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1500
2006-05-10;LA HERRADURA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19800
2006-05-10;LA JUNCA;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19400
2006-05-10;LA PITA;HLAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;780
2006-05-10;LA REBUSCA;EADG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;600
2006-05-10;LA TASAJERA;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;306000
2006-05-10;LA TINTA;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19400
2006-05-10;LA VUELTA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;11600
2006-05-10;MANANTIALES;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3150
2006-05-10;MERILECTRICA 1;MRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;169000
2006-05-10;MIEL I;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;396000
2006-05-10;MIROLINDO;ETSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2400
2006-05-10;MONDOMO;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;750
2006-05-10;MUNICIPAL;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1400
2006-05-10;NIMA;EPSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;6700
2006-05-10;NIQUIA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19000
2006-05-10;NUEVO LIBARE;EEPG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;5100
2006-05-10;NUTIBARA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;750
2006-05-10;OVEJAS;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;820
2006-05-10;PAGUA;EMGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;600000
2006-05-10;PAIPA 1;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;28000
2006-05-10;PAIPA 2;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;68000
2006-05-10;PAIPA 3;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;68000
2006-05-10;PAIPA 4;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;150000
2006-05-10;PAJARITO;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;4900
2006-05-10;PALENQUE 3;ESSG;TERMICA;GAS;DESPACHADO CENTRALMENTE;14000
2006-05-10;PALMAS SAN GIL;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;15000
